,exp_no,a_type_id,a_type,img_no,seg_type,mask_type,target_segs,segs,use_stratification,epochs,num_samples,sig_factor,sigma,score_function,cv_beta,heat_max,beta_max,threshold_lm,IoU_lm_max,IoU_lm_mean,IoU_lm_std,IoU_sp_max,IoU_sp_mean,IoU_sp_std,threshold_sp,anomaly_score,anomaly_score_val,AM_roc_score,auroc,auroc_gs1,auroc_gs2,LIME_roc_abs
62,63,2,scratch_neck,14,quickshift,blend_2,100,100,False,30000,5000,3,0.4089776433615702,lm_p_loss,1.4128025272110951,2.5957184,2.5957183810255366,2.5957184,0.3918918918918919,0.015196080544921062,0.040386421986483116,0.6,0.05041440735398444,0.10233603562435349,0.012258903926219014,0.37181622,30.324032,0.9296505162422463,0.9583135661524649,0.9780558786320601,0.9820118654097291,0.9583135661524649
63,64,2,scratch_neck,15,quickshift,blend_2,100,100,False,30000,5000,3,0.6634885295396815,lm_p_loss,2.5424538035065622,6.2911825,6.2911825930585055,6.2911825,0.72,0.018989624969909857,0.07370404967218082,0.3780487804878049,0.04193705509665568,0.07662453605347881,0.0212376882651976,0.38252315,30.50443,0.9782712717777652,0.9725611089247453,0.9998213426784857,0.999882560921522,0.971751528894386
64,65,2,scratch_neck,16,quickshift,blend_2,100,100,False,30000,5000,3,0.44486857321675066,lm_p_loss,1.6465851047737607,3.112226,3.1122259638465315,1.8631196,0.4180327868852459,0.0256673045689694,0.058797794967248816,0.4318181818181818,0.04981180906273443,0.09082659300540384,0.007070260830611612,0.41498268,29.696003,0.9744944024473161,0.986865059159207,0.9974169004211095,0.9979039934598972,0.9868369383239781
65,66,2,scratch_neck,17,quickshift,blend_2,100,100,False,30000,5000,3,0.5365579715227422,lm_p_loss,1.8093426976941362,4.4239287,4.423928598853967,4.4239287,0.4342105263157895,0.021402301955612074,0.049668690496460194,0.4111111111111111,0.04443358835969607,0.07006747606682885,0.012126704234106,0.36959568,30.786901,0.9419979907082412,0.9787740597127277,0.9911274110771691,0.9948853507458986,0.9787740597127276
66,67,2,scratch_neck,18,quickshift,blend_2,100,100,False,30000,5000,3,0.8736407718346495,lm_p_loss,2.3067076275811336,6.1833696,6.1833696927437565,4.343998,0.44660194174757284,0.022077456336506925,0.06345557299313352,0.4095238095238095,0.05071005792748178,0.08340095943933323,0.015757072940080736,0.38851604,43.044067,0.9865318675935868,0.9590569010343073,0.9967289323461255,0.9978946476007461,0.9514726869383372
67,68,2,scratch_neck,19,quickshift,blend_2,100,100,False,30000,5000,3,0.6630043631808041,lm_p_loss,1.8604435071452847,5.5300317,5.530031896599569,5.5300317,0.6063829787234043,0.026222758960598037,0.06555356608100191,0.3282051282051282,0.04900272836351778,0.0712364435632022,0.008707117097704517,0.38382003,37.06176,0.9840739307690267,0.9841571696582357,0.9976308931532812,0.998397422704459,0.9841571696582357
68,69,2,scratch_neck,20,quickshift,blend_2,100,100,False,30000,5000,3,0.4525235694553717,lm_p_loss,1.5303429058372302,2.4797597,2.4797597536598572,2.4797597,0.21875,0.0254374959472597,0.035959838094233816,0.29048843187660667,0.06589286186840662,0.07266665181527868,0.005078094052199352,0.34651023,30.46023,0.9658979841491141,0.9639937313351964,0.9788489872813626,0.980983521830917,0.9639937313351964
69,70,2,scratch_neck,21,quickshift,blend_2,100,100,False,30000,5000,3,0.8415834929467225,lm_p_loss,2.36662789763701,6.8105836,6.810583702165341,6.8105836,0.4864864864864865,0.014513009784702912,0.050405701691901,0.46153846153846156,0.042009849400840564,0.08015326818889956,0.038591524886821084,0.511181,38.049538,0.9835734950484033,0.9834740458439968,0.9975979192166462,0.9973698119505953,0.9834740458439969
70,71,2,scratch_neck,22,quickshift,blend_2,100,100,False,30000,5000,3,0.42742810233420686,lm_p_loss,1.6708502504269387,2.700538,2.7005380014645954,2.700538,0.05759162303664921,0.003988893462184103,0.007431766893890912,0.46875,0.017210379750594515,0.056315693589592285,0.020849083414456498,0.4330447,30.369804,0.9983627588734804,0.9880261469851549,0.9847272282973913,0.9803164518296781,0.9880261469851549
71,72,2,scratch_neck,23,quickshift,blend_2,100,100,False,30000,5000,3,0.3320884623174293,lm_p_loss,1.3679193943981074,1.9260361,1.926036112670172,1.3910469,0.025974025974025976,0.004116069657444702,0.004174477359359528,0.45,0.022296843115809484,0.05758915347789057,0.013240214747687181,0.45801175,26.244478,0.9234013938134247,0.8980950276035251,0.9349177537220086,0.9483503719657285,0.8980950276035251
72,73,2,scratch_neck,24,quickshift,blend_2,100,100,False,30000,5000,3,0.5959813848075713,lm_p_loss,1.7753598987076815,4.3724933,4.372493261877227,4.3724933,0.5084745762711864,0.018368033406917995,0.05254378362965458,0.4482758620689655,0.0325146546297154,0.05979491673893886,0.044200593901526496,0.41900656,37.185806,0.9275655155522899,0.9490070225512914,0.9873690630946326,0.9876457732813354,0.9489516805139508
73,74,3,thread_side,0,quickshift,blend_2,100,100,False,30000,5000,3,0.4296703080588721,lm_p_loss,1.6126613082156251,2.6942146,2.6942146626174908,0.6237574,0.009566326530612245,0.0029264374082252414,0.0019688441332263457,0.015496809480401094,0.005511386767811535,0.004062685690889141,0.0026933061405240246,0.32187125,31.346521,0.8846788680203523,0.7846936808148448,0.8477385800408175,0.8385828623021434,0.776121069906985
