,exp_no,a_type_id,a_type,img_no,seg_type,mask_type,target_segs,segs,use_stratification,epochs,num_samples,sig_factor,sigma,score_function,cv_beta,heat_max,beta_max,threshold_lm,IoU_lm_max,IoU_lm_mean,IoU_lm_std,IoU_sp_max,IoU_sp_mean,IoU_sp_std,threshold_sp,anomaly_score,anomaly_score_val,AM_roc_score,auroc,auroc_gs1,auroc_gs2,LIME_roc_abs
18,19,0,manipulated_front,18,quickshift,blend_2,100,100,False,30000,5,3,0.10670839652507925,lm_p_loss,0.5285235863425239,0.39907295,0.39907294403993326,0.39907295,0.007047216349541931,0.0024772727760494716,0.0013383128009744098,0.01025390625,0.0059814453125,0.0031972170052999987,0.0008503782592015341,0.37167478,29.149933,0.8793074811615994,0.42169461102272265,0.4666649183232221,0.5213625714635383,0.42169461102272265
19,20,0,manipulated_front,19,quickshift,blend_2,100,100,False,30000,5,3,0.161623859082699,lm_p_loss,0.6867646595506296,0.5128272,0.5128271961970676,0.0,0.0018609597235145553,0.0011963000883658122,0.0004596483694270595,0.00511820619059225,0.003129492842512943,0.001448640957749045,0.0009896413345510762,0.41172785,37.706276,0.9634101072564022,0.39505707822380604,0.3801007930685113,0.41491108549068934,0.36584106313104847
20,21,0,manipulated_front,20,quickshift,blend_2,100,100,False,30000,5,3,0.12928424869073418,lm_p_loss,0.5942578259682446,0.41917706,0.4191770501373754,0.34288812,0.0034482758620689655,0.0020111787774108707,0.000721998908047877,0.001708984375,0.0009969075520833333,0.0007261787230458474,0.0005300874375582983,0.29565677,29.064123,0.7783966730981338,0.7651423216722979,0.810850845257739,0.8346734648146369,0.7651423216722979
21,22,0,manipulated_front,21,quickshift,blend_2,100,100,False,30000,5,3,0.10819665486507225,lm_p_loss,0.553676003611374,0.38160557,0.38160555846237915,0.09415328,0.0018624864193698587,0.0012299961928743228,0.0005378015254768156,0.005859375,0.0030924479166666665,0.0019666415972647414,0.0008410881758512309,0.30494103,30.122305,0.9408669519152404,0.47453137734311324,0.5310182355338223,0.5637887123064385,0.47453137734311324
22,23,0,manipulated_front,22,quickshift,blend_2,100,100,False,30000,5,3,0.12702251775944198,lm_p_loss,0.58061777008265,0.4430295,0.4430294928719684,0.4430295,0.008995502248875561,0.0019836192967326825,0.0018225330655061722,0.005859375,0.0030924479166666665,0.0019666415972647414,0.0008996728696123076,0.35112533,28.358343,0.9602231051344744,0.5325399857375713,0.5790011206193969,0.6092094539527302,0.5325399857375713
23,24,0,manipulated_front,23,quickshift,blend_2,100,100,False,30000,5,3,0.20243477328576062,lm_p_loss,0.7807046812264947,0.56211466,0.5621146287398424,0.46336842,0.006214267959234402,0.003627543318611425,0.0015946207978963023,0.01025390625,0.0059814453125,0.0031972170052999987,0.0010578357226525743,0.4064729,36.619972,0.895317936255398,0.7183608114644708,0.7705983996829671,0.8081936115530536,0.7183608114644708
24,25,1,scratch_head,0,quickshift,blend_2,100,100,False,30000,5,3,0.14163617622672953,lm_p_loss,0.5075373699152445,0.5726716,0.5726716204328809,0.2486986,0.0031766200762388818,0.0011897834064424808,0.0013616308018603639,0.0035807291666666665,0.0020887586805555555,0.0015215173244770136,0.0006461203787087774,0.3433625,34.532368,0.9321422610437299,0.30113636363636365,0.215240068988539,0.15867224880382771,0.30113636363636365
25,26,1,scratch_head,1,quickshift,blend_2,100,100,False,30000,5,3,0.12549833492377102,lm_p_loss,0.6755644563907086,0.39122266,0.391222658150928,0.21093601,0.006790123456790123,0.0027182678522702022,0.0021566215163552065,0.0029296875,0.0009765625,0.0013810679320049757,0.0004402449364230658,0.27505493,29.176212,0.9483655729676786,0.5772080578681031,0.5586103289258897,0.5462182194743715,0.5746931623408423
26,27,1,scratch_head,2,quickshift,blend_2,100,100,False,30000,5,3,0.14609011213244724,lm_p_loss,0.7784421693269422,0.43322355,0.4332235465194728,0.43322355,0.0169971671388102,0.005494940957551441,0.0035073356969936766,0.01123046875,0.005927191840277779,0.003769396394757421,0.0008281244687774839,0.36752042,27.427914,0.9498594900126139,0.8031935418629284,0.7857781538903703,0.7644275548601022,0.8031935418629284
27,28,1,scratch_head,3,quickshift,blend_2,100,100,False,30000,5,3,0.15420058361381883,lm_p_loss,0.543781124338521,0.50351965,0.5035196512113814,0.46272847,0.009103641456582634,0.0031341281485327823,0.0019795101407656885,0.0068359375,0.003987630208333333,0.0021314780035333325,0.0006817941175540909,0.28629345,33.649036,0.9618423121266113,0.8160985046990183,0.8168867693812669,0.7888782622366628,0.8160985046990183
28,29,1,scratch_head,4,quickshift,blend_2,100,100,False,30000,5,3,0.1957369451757763,lm_p_loss,0.860362666024426,0.5780663,0.5780662944675814,0.5205029,0.011145272867025366,0.005165777339780495,0.0027352961391321775,0.01123046875,0.006551106770833333,0.003501713862947618,0.0010074604700397078,0.39294574,32.293816,0.9149688376524188,0.8254050306833363,0.8491274010442447,0.847344414461884,0.8254050306833363
29,30,1,scratch_head,5,quickshift,blend_2,100,100,False,30000,5,3,0.17821910483656828,lm_p_loss,0.7625897007234174,0.50511575,0.5051157598928007,0.3932658,0.0025712025316455694,0.0011715309542325366,0.0008003625728566132,0.001708984375,0.0009969075520833333,0.0007261787230458474,0.0006594826215102026,0.3990089,36.9412,0.939142606868574,0.49426551773309707,0.484263276905213,0.4363037398544335,0.49426551773309707
30,31,1,scratch_head,6,quickshift,blend_2,100,100,False,30000,5,3,0.24609090208505052,lm_p_loss,0.8910099541256341,0.67134553,0.6713455133004362,0.67134553,0.04596412556053812,0.009493539431581864,0.010464438400271558,0.0033365885416666665,0.001946343315972222,0.0014177775068990356,0.0006621426728088409,0.37441602,38.29097,0.9896233637732572,0.9739643884231781,0.9916336225101221,0.9918873299973286,0.9739643884231781
31,32,1,scratch_head,7,quickshift,blend_2,100,100,False,30000,5,3,0.17022029812331385,lm_p_loss,0.597714840962033,0.57063043,0.5706304131548878,0.57063043,0.02546296296296296,0.0073829010648314925,0.006136704483577808,0.002685546875,0.0021075040172843906,0.0006397906117518129,0.000630174249333019,0.37848794,34.55652,0.9029640035606988,0.9484700122399021,0.9451235117391789,0.931822354512073,0.9484700122399021
32,33,1,scratch_head,8,quickshift,blend_2,100,100,False,30000,5,3,0.1606673256024527,lm_p_loss,0.6176770693656769,0.5860412,0.5860412087222503,0.5860412,0.032520325203252036,0.005793220008202224,0.008229602609657737,0.0038248697916666665,0.0022311740451388886,0.0016252571420549919,0.0006350765955479195,0.3288849,32.627,0.9260222520606534,0.5092297994761923,0.5411342742423868,0.4939225540770917,0.5091099826916841
33,34,1,scratch_head,9,quickshift,blend_2,100,100,False,30000,5,3,0.1580970568629523,lm_p_loss,0.5852767570584853,0.54516345,0.5451634772836875,0.3548716,0.012243878060969516,0.0065607718371831015,0.00329210751117541,0.012198097096852892,0.007300895646867631,0.003706123009597153,0.0008405422801539922,0.39375678,34.680008,0.9515737519684175,0.8284256241457674,0.8689077261326127,0.87922841499498,0.8284256241457674
34,35,1,scratch_head,10,quickshift,blend_2,100,100,False,30000,5,3,0.2139389429978029,lm_p_loss,0.6762313597758031,0.6788034,0.678803388722544,0.42639402,0.0032097742803893145,0.002233071870243129,0.0009181312244487846,0.0026041666666666665,0.001519097222222222,0.0011065580541651007,0.000826614127921251,0.40419835,45.240078,0.9781716303816047,0.5759884112035225,0.5819720064823874,0.5520635854941291,0.5759884112035225
35,36,1,scratch_head,11,quickshift,blend_2,100,100,False,30000,5,3,0.17917724772924778,lm_p_loss,0.6999252963568461,0.5770619,0.5770618794490534,0.49050754,0.011681608258625374,0.00531133077307149,0.003000637804726825,0.010498046875,0.005540635850694445,0.0035235661950993287,0.0009838650633658592,0.42825946,33.937218,0.965794413538211,0.8356858124022468,0.8984064907359575,0.9246139329949064,0.8356858124022468
36,37,1,scratch_head,12,quickshift,blend_2,100,100,False,30000,5,3,0.13439124767335883,lm_p_loss,0.5374870752359711,0.45722058,0.4572205713639863,0.091513306,0.003944636678200692,0.0026196545907941327,0.0010996485669307096,0.013916015625,0.007344563802083333,0.0046707737935037606,0.0011111887724837288,0.37795797,34.7995,0.9943683855931248,0.3887586916086689,0.4133138628404784,0.46089085026524784,0.3887586916086689
37,38,1,scratch_head,13,quickshift,blend_2,100,100,False,30000,5,3,0.15631157841957483,lm_p_loss,0.6250935244395891,0.55281264,0.5528126325600489,0.42939752,0.00791422006637733,0.00322123587036716,0.001975890104130579,0.0078125,0.004557291666666667,0.0024359748611809512,0.0011739801751294483,0.52135557,38.36331,0.9931239297945206,0.8080959133439334,0.7445897290851272,0.6722629494863014,0.8080959133439334
38,39,1,scratch_head,14,quickshift,blend_2,100,100,False,30000,5,3,0.10644517667124874,lm_p_loss,0.5151299998102999,0.40638813,0.40638812172001637,0.29279265,0.008467216673903604,0.003387650974827698,0.002253947683810949,0.00238037109375,0.00079345703125,0.0011221176947540427,0.0003954400308430195,0.35767162,31.998165,0.8937948561074898,0.7728216109372427,0.7808511973394201,0.7754963095434187,0.7728216109372427
39,40,1,scratch_head,15,quickshift,blend_2,100,100,False,30000,5,3,0.18401150310253667,lm_p_loss,0.6363871386299448,0.6137872,0.6137872033641929,0.18232301,0.0046865846514352666,0.0017396710854615067,0.0016578403711923458,0.013671875,0.007975260416666666,0.004262956007066665,0.001162628943954284,0.3873894,41.57191,0.9360618481836634,0.36581223314901656,0.3966783614474697,0.4444337509624134,0.36581223314901656
40,41,1,scratch_head,16,quickshift,blend_2,100,100,False,30000,5,3,0.14863489710106118,lm_p_loss,0.6797388100780184,0.4678606,0.46786060209327646,0.27020052,0.0039963903570968155,0.0016805705765863992,0.0015099009031715126,0.00201416015625,0.00067138671875,0.0009494842032534207,0.00052759188596004,0.43194416,31.588865,0.9766523407890909,0.553390303252697,0.563394324876803,0.5461180207678893,0.553390303252697
41,42,1,scratch_head,17,quickshift,blend_2,100,100,False,30000,5,3,0.14591128914772689,lm_p_loss,0.5299331952685055,0.51250076,0.5125007449857389,0.3967782,0.018709073900841908,0.006322232044959597,0.0057606875312665815,0.009765625,0.005696614583333333,0.003044968576476189,0.0008178929735246735,0.34640953,32.9422,0.951531142927068,0.9101061551639745,0.928741434165443,0.9380797234459128,0.9101061551639745
42,43,1,scratch_head,18,quickshift,blend_2,100,100,False,30000,5,3,0.12928871651591495,lm_p_loss,0.606548674219873,0.43101466,0.43101464625056013,0.43101466,0.010338885697874785,0.0046279532098789196,0.0017004346525373766,0.0048828125,0.0028483072916666665,0.002074796351559564,0.0005363175684275726,0.34388322,31.48005,0.968662705219309,0.5846054888507719,0.6377868986359553,0.707903495875194,0.583428285550927
43,44,1,scratch_head,19,quickshift,blend_2,100,100,False,30000,5,3,0.14032998350803727,lm_p_loss,0.5684063616423314,0.48892123,0.4889212116489668,0.3299611,0.004125412541254125,0.0022769627833988896,0.0015909327952127292,0.010009765625,0.005282931857638888,0.003359679395327267,0.0012669607628292094,0.34335977,38.250843,0.9794750642850001,0.5521659903621003,0.6181284446387877,0.6474838933055549,0.5521659903621003
44,45,1,scratch_head,20,quickshift,blend_2,100,100,False,30000,5,3,0.12470337102430565,lm_p_loss,0.7291363694280415,0.36011347,0.3601134591833435,0.3377573,0.009366526990386986,0.004000007948563909,0.002474481058010662,0.00238037109375,0.00079345703125,0.0011221176947540427,0.00045179329996850964,0.30477285,28.315163,0.9330839039618483,0.7740499329364425,0.8140715815234016,0.7988359962664031,0.773905609023382
45,46,1,scratch_head,21,quickshift,blend_2,100,100,False,30000,5,3,0.10485293283369743,lm_p_loss,0.5364914470859905,0.37284485,0.37284483515539724,0.079229444,0.0020987735292188627,0.0004225037664564387,0.0007711549641174377,0.001953125,0.0006510416666666666,0.0009207119546699837,0.00044710990429545444,0.25379613,31.586575,0.8795273513943248,0.12840363564090018,0.13838903498043054,0.14140854329745597,0.12840363564090018
46,47,1,scratch_head,22,quickshift,blend_2,100,100,False,30000,5,3,0.11412415570930824,lm_p_loss,0.6865518284646097,0.33985162,0.3398516131832736,0.26353145,0.004448938321536906,0.0020159583824808295,0.001133473745702051,0.00537109375,0.0031331380208333335,0.0016747327170619042,0.0006673507596133277,0.3427966,26.22387,0.9340906312853506,0.7708104143747708,0.8002661377248835,0.771960529386272,0.7708104143747708
47,48,1,scratch_head,23,quickshift,blend_2,100,100,False,30000,5,3,0.15351882198558067,lm_p_loss,0.8385306023450775,0.43007392,0.43007391432818476,0.28053072,0.007931404072883173,0.0028983087507219608,0.002211340816373694,0.0030110677083333335,0.0017564561631944447,0.0012794577501283979,0.0005543000685671965,0.31727058,34.559914,0.9138216946989198,0.7372606594482168,0.7557705438968056,0.7640429932593631,0.7372606594482168
48,49,2,scratch_neck,0,quickshift,blend_2,100,100,False,30000,5,3,0.12594789740174683,lm_p_loss,0.5981383515066793,0.4638838,0.4638838022126946,0.20736572,0.005041246562786435,0.0018892815794354333,0.001966294600639653,0.0035807291666666665,0.0020887586805555555,0.0015215173244770136,0.0006042369835389157,0.279867,35.263474,0.8537345610326027,0.47294981640146877,0.4582702792923111,0.4384110381662401,0.47294981640146877
49,50,2,scratch_neck,1,quickshift,blend_2,100,100,False,30000,5,3,0.17455370822173646,lm_p_loss,0.7592908120495477,0.46238476,0.4623847658611814,0.43213648,0.03182328715836765,0.012417061660556672,0.006348035809060955,0.028564453125,0.01507568359375,0.009587377786665616,0.0010579213218685861,0.4009449,30.54644,0.9323568926445917,0.8042547467764163,0.8190032886043215,0.8518084171247017,0.8042547467764163
50,51,2,scratch_neck,2,quickshift,blend_2,100,100,False,30000,5,3,0.10456145550770085,lm_p_loss,0.5713256306289201,0.3995072,0.3995071885446657,0.16931356,0.005019094380796508,0.0020357860297336035,0.0019229670911739337,0.009751340809361287,0.005434149193398206,0.0030765317997194113,0.0007388617765779296,0.29421607,27.747559,0.9022497565025787,0.5961987790533672,0.5996383464529212,0.5945621570412003,0.5961987790533672
51,52,2,scratch_neck,3,quickshift,blend_2,100,100,False,30000,5,3,0.173500640512626,lm_p_loss,0.7537230877940534,0.5726725,0.5726725075309415,0.2501666,0.007382066978754051,0.0032408295209458106,0.0017201476018846198,0.010009765625,0.005839029947916667,0.003121092790888094,0.0010181196848861873,0.39592302,33.824944,0.9834970741557137,0.7345742116786034,0.7902495735475619,0.7818160381934236,0.7345742116786034
52,53,2,scratch_neck,4,quickshift,blend_2,100,100,False,30000,5,3,0.09841063299569794,lm_p_loss,0.48978259453497675,0.40130344,0.4013034508329526,0.29125887,0.007580978635423846,0.004128531925492443,0.00215484081625738,0.00372314453125,0.0022538499920241855,0.0016180434159875393,0.00040716014336794615,0.3766873,28.931654,0.9390932838406633,0.6216818669824236,0.6485689005657309,0.6280426994796641,0.6216818669824236
53,54,2,scratch_neck,5,quickshift,blend_2,100,100,False,30000,5,3,0.09868344686207044,lm_p_loss,0.5563001744046778,0.34787625,0.3478762589721133,0.34787625,0.0064065230052417,0.0038211331478331593,0.0013275502081174632,0.0027669270833333335,0.0016140407986111112,0.0011757179325504196,0.00043003008371063817,0.25672904,24.898146,0.9773520417341248,0.7304767044432452,0.7336805180787911,0.7440816693649936,0.7304767044432452
54,55,2,scratch_neck,6,quickshift,blend_2,100,100,False,30000,5,3,0.14597704321210844,lm_p_loss,0.737216425893508,0.4459001,0.4459001114124648,0.4459001,0.04495912806539509,0.010878620973509397,0.010984544421949757,0.0089111328125,0.005016194309501642,0.0029778334833469523,0.0006064920647380253,0.33917624,30.649113,0.9284456325380889,0.7921072677233534,0.811340023498723,0.8247598267578061,0.7921072677233534
55,56,2,scratch_neck,7,quickshift,blend_2,100,100,False,30000,5,3,0.11059748646423374,lm_p_loss,0.5033671098283042,0.4276791,0.42767907996809085,0.15744647,0.0037468436914555674,0.0018871085520851816,0.0014039084487598055,0.0037434895833333335,0.0021837022569444445,0.0015906772028623324,0.0006808820277607689,0.31269726,40.178253,0.9235537849877854,0.386463007020177,0.3686710629261205,0.3514466141883153,0.386463007020177
56,57,2,scratch_neck,8,quickshift,blend_2,100,100,False,30000,5,3,0.12293695495141577,lm_p_loss,0.4590655074274568,0.53213996,0.5321399751371386,0.17578508,0.0052485785099868785,0.00269003301313012,0.001813893456379595,0.012141816415735794,0.007541171971688736,0.0033257281887612094,0.0010643787488030891,0.45526034,37.533226,0.9823017138030625,0.36687970001634784,0.3456700247942891,0.28141262737725464,0.36687970001634784
57,58,2,scratch_neck,9,quickshift,blend_2,100,100,False,30000,5,3,0.12389800508446681,lm_p_loss,0.6255041461896642,0.4394738,0.4394737954424548,0.32744172,0.007454342154304882,0.0036655586823367203,0.0019165015157499036,0.005104521147301896,0.0033475828379632994,0.0012444542081611921,0.0007546367487520911,0.35116506,27.674595,0.9946286404530517,0.7597579436979864,0.7665450894572949,0.7418908001349115,0.7597579436979864
58,59,2,scratch_neck,10,quickshift,blend_2,100,100,False,30000,5,3,0.11404629935314729,lm_p_loss,0.6190240994622601,0.3769048,0.3769047894067158,0.3769048,0.025087807325639738,0.009848895484437478,0.005611774664793719,0.017822265625,0.009406195746527778,0.005981868191680255,0.0006523990402153382,0.3552034,25.086277,0.9261402717554252,0.841447867352312,0.8326644007783637,0.8360833893926528,0.8396825236855875
59,60,2,scratch_neck,11,quickshift,blend_2,100,100,False,30000,5,3,0.11238142754660894,lm_p_loss,0.46582736155515125,0.4424127,0.4424127143028104,0.4424127,0.009411764705882352,0.0029210130872423237,0.0019394744305675346,0.004633016337478664,0.0030091825291595543,0.0012946219475864044,0.0006649998589030778,0.28293177,30.832638,0.8930317848410758,0.8209250203748981,0.9183195802770987,0.9455659127954359,0.8209250203748981
60,61,2,scratch_neck,12,quickshift,blend_2,100,100,False,30000,5,3,0.0891312490160388,lm_p_loss,0.5812840400226522,0.3353968,0.3353967958493255,0.1005384,0.004189944134078212,0.002207782496453037,0.001579010150948671,0.0035400390625,0.002317854373239055,0.0016397841693950638,0.0003622734608749549,0.38046607,26.341274,0.9741548281353627,0.4229075052697833,0.4257298491511319,0.43431780067334946,0.4229075052697833
61,62,2,scratch_neck,13,quickshift,blend_2,100,100,False,30000,5,3,0.16163476792488934,lm_p_loss,0.6526351185136547,0.5029665,0.5029665310662951,0.49577224,0.017558528428093644,0.005511375512348987,0.004579564425124417,0.003898160555487879,0.0022962944039126264,0.0016654502649080913,0.000958596239797771,0.3734736,41.494507,0.9321264593991867,0.6511828239100966,0.7729227962994197,0.8510859991379472,0.6511828239100966
62,63,2,scratch_neck,14,quickshift,blend_2,100,100,False,30000,5,3,0.12997182030417948,lm_p_loss,0.5270989966767583,0.45829448,0.4582944919068793,0.4383888,0.010424155283968369,0.003623876924480583,0.002280754142314286,0.0029296875,0.0009765625,0.0013810679320049757,0.0004700849676737562,0.37181622,30.324032,0.9296505162422463,0.5535110339128306,0.5561630244041789,0.536641976820111,0.5535110339128306
63,64,2,scratch_neck,15,quickshift,blend_2,100,100,False,30000,5,3,0.19518681384266734,lm_p_loss,0.8767960723790653,0.59497803,0.5949780134476569,0.59497803,0.057692307692307696,0.01095045231185834,0.013215052407777709,0.009252495738982226,0.006074887902577409,0.002557211915757438,0.0007334876087649415,0.38252315,30.50443,0.9782712717777652,0.8888164264787641,0.9132799860072588,0.8914313200027486,0.9006777734050462
64,65,2,scratch_neck,16,quickshift,blend_2,100,100,False,30000,5,3,0.16430088582983357,lm_p_loss,0.8100117930173987,0.53969955,0.5396995455701838,0.53969955,0.10566037735849057,0.015615934461721194,0.02396112018714019,0.013902439024390244,0.007420915312559114,0.004598294566333715,0.0007997072146584591,0.41498268,29.696003,0.9744944024473161,0.9008564802958312,0.9440164386368224,0.9474471805347578,0.9002097010855648
65,66,2,scratch_neck,17,quickshift,blend_2,100,100,False,30000,5,3,0.1608562920651092,lm_p_loss,0.8185869348893432,0.39784542,0.39784541412764285,0.08434089,0.006872477364459474,0.0030536835596080506,0.002417268931004159,0.005126953125,0.00299072265625,0.0021785361691375425,0.0005787878641664671,0.36959568,30.786901,0.9419979907082412,0.5001940240589833,0.5113968467929622,0.5151732649434996,0.5001940240589833
