vae_loss,disc_loss,gen_los
10548.2763671875,0.6731492280960083,0.0283612012863159
10044.6845703125,0.6167155504226685,0.3304101824760437
9827.259765625,0.6634455323219299,0.1554791927337646
9737.7080078125,0.6685763001441956,0.0701662302017211
9610.34375,0.5630656480789185,0.2727557718753814
9792.6982421875,0.4475966393947601,0.8086196780204773
9712.705078125,0.4053840637207031,1.1200796365737915
9538.294921875,0.1893861591815948,1.7750656604766846
9379.236328125,0.1903848946094513,2.3567519187927246
9428.9462890625,0.3597807884216308,2.346294641494751
9440.9501953125,0.1828842014074325,2.328125238418579
9332.271484375,0.1719804853200912,3.070600986480713
9106.5927734375,0.1289255917072296,3.036785125732422
9245.1767578125,0.0880083590745925,3.33302640914917
9116.9248046875,0.048758253455162,4.358155727386475
9015.658203125,0.0408777520060539,4.805517196655273
9195.296875,0.2176403552293777,5.422272682189941
8895.0859375,0.1462391316890716,3.137391328811645
8987.3515625,0.0701320096850395,3.404527187347412
9028.798828125,0.0450665652751922,5.02410888671875
8781.3798828125,0.0879168733954429,5.445705890655518
8993.2607421875,0.0728871524333953,4.669633388519287
8837.2548828125,0.0993379577994346,4.847686767578125
8949.189453125,0.0762509480118751,4.266279220581055
9141.7890625,0.0450159646570682,4.490184783935547
9219.9052734375,0.0561942644417285,5.4693684577941895
8907.2744140625,0.1007164344191551,4.901980876922607
8932.2412109375,0.115483820438385,4.596485137939453
8952.142578125,0.0779527574777603,4.446464538574219
9028.3671875,0.0568674318492412,5.189995765686035
8923.931640625,0.1387574970722198,4.937308311462402
9006.8310546875,0.0738040059804916,4.565016746520996
9063.1416015625,0.052149724215269,4.750546932220459
8843.779296875,0.0688160508871078,4.81289529800415
8862.7783203125,0.0745264291763305,3.935390949249268
8961.4423828125,0.0942498371005058,4.540029525756836
8924.7861328125,0.0873326435685157,4.765271663665772
9010.6591796875,0.1286563575267791,4.265406608581543
8728.7861328125,0.1210580319166183,3.767536878585816
8925.546875,0.1416499316692352,3.7418971061706543
8903.53515625,0.216038703918457,3.3023667335510254
9047.77734375,0.5612974166870117,1.221076488494873
8950.4912109375,0.5542336106300354,0.4007272124290466
9116.6552734375,0.6547192335128784,0.4229710102081299
8959.3798828125,0.6520028114318848,0.2507029175758362
8878.4755859375,0.5711434483528137,0.2866008579730987
8849.8095703125,0.5802640914916992,0.3422175049781799
8877.8701171875,0.6278352737426758,0.3225877285003662
9017.546875,0.5998159646987915,0.5129605531692505
8936.3291015625,0.5546168088912964,0.4114722311496734
8735.041015625,0.6385003924369812,0.3430228233337402
8957.5771484375,0.6074897646903992,0.4694795608520508
8874.939453125,0.5437365770339966,0.4690192639827728
8826.0908203125,0.6349111795425415,0.4379796087741852
8799.8935546875,0.5402516722679138,0.4405689239501953
8927.2861328125,0.530390739440918,0.5655452013015747
8908.095703125,0.5492429137229919,0.4834281802177429
8761.349609375,0.5424185395240784,0.531089723110199
8970.4599609375,0.5497769713401794,0.5732095241546631
8941.6630859375,0.5630219578742981,0.5664016008377075
8865.482421875,0.5083295702934265,0.5787379741668701
8905.8486328125,0.5171190500259399,0.8052290678024292
8920.208984375,0.5451154708862305,0.6428486108779907
8960.3056640625,0.5225477814674377,0.498335063457489
8903.908203125,0.5347265601158142,0.5601397752761841
8736.7890625,0.483308881521225,0.7011711001396179
8920.8095703125,0.5036799907684326,0.8659742474555969
8958.677734375,0.4408904910087585,0.6374772787094116
8838.658203125,0.4771777689456939,0.8446379899978638
8944.341796875,0.3700844347476959,0.9316853284835817
8832.294921875,0.3850998878479004,1.209389090538025
8929.771484375,0.4661279320716858,1.2592546939849854
9066.818359375,0.3340594470500946,1.008472204208374
8811.935546875,0.2391947954893112,1.8870744705200195
8950.236328125,0.3250103592872619,2.027333974838257
8919.947265625,0.2922728061676025,2.2118444442749023
8851.390625,0.3363853394985199,1.8111565113067627
8862.1064453125,0.3545160889625549,1.874063491821289
8878.509765625,0.2139054238796234,2.1133689880371094
8801.576171875,0.209032654762268,2.6869232654571533
8932.8408203125,0.2616516947746277,2.74592924118042
8941.5654296875,0.2619983553886413,2.886492967605591
8770.486328125,0.3044607043266296,3.276020050048828
8792.05078125,0.3549176752567291,2.2746458053588867
8764.9453125,0.3252686858177185,1.6654994487762451
8847.287109375,0.1313102841377258,2.492449760437012
8801.076171875,0.1472824066877365,3.118375778198242
8855.193359375,0.2299186438322067,3.152149677276612
8891.365234375,0.2324961721897125,3.199285984039306
8842.279296875,0.1486645489931106,3.968533992767334
8898.8349609375,0.3184497356414795,3.409693479537964
9002.466796875,0.5208677649497986,2.86977767944336
