vae_loss,disc_loss,gen_los
10501.09375,0.2688073813915252,3.9969778060913086
8770.1494140625,0.0496555566787719,14.897998809814451
7955.2841796875,0.624081015586853,5.170208930969238
7885.15380859375,0.0146644208580255,4.412411689758301
7795.009765625,0.0002845220442395,12.383971214294434
7790.38720703125,1.488786620029714e-05,12.340545654296877
7785.6396484375,0.0039171781390905,10.169292449951172
7704.57861328125,0.2467389404773712,5.781148910522461
7636.3427734375,1.053552746772766,0.9788509607315063
7634.2958984375,0.6741195321083069,0.2931111454963684
7586.4912109375,0.535309910774231,0.3811627924442291
7638.689453125,0.4498219788074493,0.6659402847290039
7571.29150390625,0.4005212783813476,0.906016767024994
7667.1416015625,0.2937639057636261,1.4579485654830933
7614.0673828125,0.2588232755661011,1.6383551359176636
7666.47119140625,0.2052153646945953,2.328310966491699
7670.8681640625,0.160648837685585,2.2448363304138184
7672.50439453125,0.115579754114151,2.959153652191162
7597.5419921875,0.1175740286707878,3.137509822845459
7557.16748046875,0.0683607459068298,3.0683910846710205
7627.16748046875,0.0365530923008918,4.004673480987549
7585.27294921875,0.0723590552806854,3.860262393951416
7605.67236328125,0.0927161648869514,3.762425422668457
7622.9658203125,0.0519877336919307,3.942121982574463
7597.94189453125,0.0362923070788383,3.8817663192749023
7605.0322265625,0.0211919210851192,4.805943489074707
7672.70361328125,0.0106825334951281,4.878571510314941
7615.41064453125,0.0110934972763061,5.120386600494385
7596.0556640625,0.0149139463901519,4.952831745147705
7649.25537109375,0.0703587681055069,5.0363545417785645
7591.32080078125,0.0316335931420326,4.119277000427246
7547.61376953125,0.0615324229001998,4.444973945617676
7563.5576171875,0.3567066788673401,4.041055202484131
7518.2626953125,0.1548755764961242,2.657285451889038
7551.32861328125,0.0915067493915557,3.188241481781006
7555.3408203125,0.0772108286619186,4.110806465148926
7592.1640625,0.0310310944914817,4.094605445861816
7586.8857421875,0.0244822707027196,4.347654819488525
7533.625,0.0283586997538805,4.571998119354248
7549.14306640625,0.0444889850914478,4.860031604766846
7563.21826171875,0.026573359966278,4.627660274505615
7588.63818359375,0.022919813171029,5.182314872741699
7540.28564453125,0.0403960160911083,5.32349967956543
7553.13037109375,0.0397133007645607,4.9273176193237305
7553.533203125,0.0334047451615333,4.815426826477051
7493.56787109375,0.0263322181999683,5.44145393371582
7495.51806640625,0.0761143714189529,5.013514518737793
7502.8193359375,0.0489302538335323,5.165853500366211
7519.126953125,0.0952815860509872,5.096970558166504
7499.92138671875,0.1017970666289329,4.776027202606201
7543.861328125,0.030371131375432,5.052527904510498
7500.37060546875,0.0140309128910303,5.334187984466553
7528.125,0.0112319327890872,6.272700309753418
7527.5244140625,0.0166650749742984,6.100783824920654
7531.38525390625,0.0316893607378006,6.142211437225342
7516.39599609375,0.0571521893143653,5.952698707580566
7494.7587890625,0.0325783155858516,5.944039344787598
7505.33154296875,0.032207790762186,6.879855155944824
7524.16064453125,0.0150793148204684,6.178572654724121
7524.15625,0.0123311718925833,6.131955623626709
7517.40380859375,0.0153844710439443,6.439068794250488
7510.75537109375,0.0273778159171342,5.554890155792236
7497.08837890625,0.0686495602130889,6.013552188873291
7566.421875,0.0350891165435314,5.9557929039001465
7542.0107421875,0.0132701909169554,6.0811638832092285
7524.3486328125,0.0207435600459575,6.527233600616455
7533.5458984375,0.0454647094011306,5.893830299377441
7538.57470703125,0.0649977847933769,5.389229774475098
7517.396484375,0.0625130459666252,5.679875373840332
7534.81201171875,0.0519810318946838,5.940245628356934
7505.7216796875,0.0208955910056829,6.569231986999512
7480.10693359375,0.0359302572906017,6.384184837341309
7512.7451171875,0.0339543484151363,6.376012325286865
7518.75,0.0428357124328613,6.207535743713379
7493.3916015625,0.3156459927558899,4.621116161346436
7496.10888671875,0.1103459671139717,4.464643478393555
7511.4326171875,0.0606216341257095,4.18916130065918
7535.9736328125,0.0301814675331115,6.81483793258667
7547.1298828125,0.0100636947900056,6.718101501464844
7535.07568359375,0.0148215880617499,6.902941703796387
7518.42529296875,0.0070560914464294,6.860494613647461
7464.31689453125,0.0281823482364416,6.486450672149658
7501.03662109375,0.034399215131998,6.688792705535889
7482.39404296875,0.058787889778614,6.381200790405273
7506.64306640625,0.0678307712078094,5.768951892852783
7513.427734375,0.1812398582696914,4.205930233001709
7483.353515625,0.0807873830199241,5.052250862121582
7508.453125,0.0598727017641067,5.097353935241699
7511.486328125,0.033156469464302,6.010973930358887
7519.2822265625,0.0275480840355157,5.748293876647949
7493.24755859375,0.0576137229800224,5.565018653869629
7482.56591796875,0.0607515610754489,4.848879337310791
7520.88720703125,0.0564487800002098,4.962080001831055
7523.8017578125,0.0554650649428367,5.5433855056762695
7527.17626953125,0.0984433889389038,5.660490036010742
7525.97314453125,0.1245494335889816,4.163803577423096
7514.3994140625,0.1162818595767021,5.076035499572754
7486.52880859375,0.1124299764633178,5.144188404083252
7458.78466796875,0.0622734203934669,4.791956901550293
7504.70654296875,0.0448537804186344,5.404569625854492
7483.3359375,0.1613745689392089,5.241325855255127
7532.333984375,0.1837247908115387,3.499685525894165
7558.58251953125,0.0794753283262252,4.448291301727295
7524.25244140625,0.0369958020746707,5.722826480865479
7540.818359375,0.1323455572128296,4.77134895324707
7530.12255859375,0.1500898003578186,4.50022554397583
7548.595703125,0.1064638420939445,4.499905586242676
7509.3291015625,0.174991026520729,4.137755393981934
7454.3583984375,0.1516928821802139,3.722378253936768
7554.34912109375,0.1615842133760452,3.936087131500244
7526.6865234375,0.1536292135715484,3.673631191253662
7465.54345703125,0.17608343064785,3.676213502883911
7511.59326171875,0.1357588768005371,3.816416025161743
7474.9287109375,0.1499435305595398,3.941126585006714
7453.578125,0.1892846375703811,4.209067344665527
7463.0068359375,0.1854546666145324,3.6189723014831534
7501.3740234375,0.1514865309000015,3.2542097568511963
7488.2294921875,0.1917833685874939,4.310570240020752
7519.71923828125,0.084023967385292,3.8201637268066406
7450.97412109375,0.1640959829092025,3.830338954925537
7509.474609375,0.1680235564708709,3.717930316925049
7464.48486328125,0.0967632383108139,3.5895538330078125
7448.71533203125,0.1156284511089325,4.142245292663574
7489.6748046875,0.2416119277477264,3.003530979156494
7484.779296875,0.1225358322262764,3.154226541519165
7497.95751953125,0.1390490680932998,3.938707828521729
